id,target
741,0.8100059
742,0.9802581
743,0.9722982
744,0.47877055
745,0.7947293
746,0.8966309
747,0.98554206
748,0.86628854
749,0.97507024
750,0.90182817
751,0.9786372
752,0.9775164
753,0.83216304
754,0.19265185
755,0.6901556
756,0.91355854
757,0.97879076
758,0.15991034
759,0.95369136
760,0.9072481
761,0.96548826
762,0.49986097
763,0.9458743
764,0.40417403
765,0.94727254
766,0.15981746
767,0.7955584
768,0.85179615
769,0.88580436
770,0.39072254
771,0.92292494
772,0.65700936
773,0.41035807
774,0.21930254
775,0.9729749
776,0.3497311
777,0.6585092
778,0.8647124
779,0.99181587
780,0.9821208
781,0.21426731
782,0.8555806
783,0.92533666
784,0.6838416
785,0.9860838
786,0.074458875
787,0.7183209
788,0.9452026
789,0.65673566
790,0.88081425
791,0.3626613
792,0.51890707
793,0.8856308
794,0.7475741
795,0.78868014
796,0.99182796
797,0.9597134
798,0.8376173
799,0.9264658
800,0.14394374
801,0.72821796
802,0.99720204
803,0.9418385
804,0.9911704
805,0.25002906
806,0.27673942
807,0.98754466
808,0.492529
809,0.9793027
810,0.8959088
811,0.10137933
812,0.9771641
813,0.52878666
814,0.983076
815,0.9698429
816,0.5950544
817,0.9773307
818,0.854944
819,0.645858
820,0.986439
821,0.5356857
822,0.7958905
823,0.57760423
824,0.13584507
825,0.89215785
826,0.99165404
827,0.9160323
828,0.94307876
829,0.57742816
830,0.5897111
831,0.57389176
832,0.8873533
833,0.98396456
834,0.3596372
835,0.38289815
836,0.29214883
837,0.92869884
838,0.8390625
839,0.9863259
840,0.768293
841,0.9098606
842,0.9814819
843,0.80561507
844,0.9898934
845,0.86688894
846,0.68736863
847,0.95212656
848,0.6474708
849,0.39495462
850,0.98267937
851,0.15362269
852,0.90297425
853,0.6965748
854,0.8929096
855,0.742687
856,0.45024437
857,0.5962122
858,0.9346839
859,0.9051243
860,0.6643985
861,0.94447374
862,0.6541751
863,0.5029051
864,0.8660428
865,0.4993427
866,0.9107541
867,0.27787027
868,0.94395804
869,0.884811
870,0.80771625
871,0.95579994
872,0.9773008
873,0.46145853
874,0.49986497
875,0.9679312
876,0.94501436
877,0.98458964
878,0.97993547
879,0.7991355
880,0.7126808
881,0.82756716
882,0.9448648
883,0.73451835
884,0.10786492
885,0.9325366
886,0.045211896
887,0.97568434
888,0.70759284
889,0.5759647
890,0.96095866
891,0.41327068
892,0.98501146
893,0.9706532
894,0.44615632
895,0.9920953
896,0.8643564
897,0.07538346
898,0.834411
899,0.8944847
900,0.24387479
901,0.9601586
902,0.9847735
903,0.79551125
904,0.8300957
905,0.9374508
906,0.8405937
907,0.9760439
908,0.6936973
909,0.9547593
910,0.9535905
911,0.95153415
912,0.9685628
913,0.5839741
914,0.9937686
915,0.97147197
916,0.96895176
917,0.9843687
918,0.9055813
919,0.95007473
920,0.9421658
921,0.9076082
922,0.35868722
923,0.78134406
924,0.95360786
925,0.6730586
926,0.9701895
927,0.934287
928,0.78326774
929,0.9926001
930,0.921944
931,0.28308985
932,0.8831653
933,0.88349795
934,0.3972209
935,0.5816798
936,0.7072652
937,0.67009515
938,0.5900736
939,0.1447966
940,0.98628414
941,0.9640878
942,0.6193337
943,0.9576098
944,0.08915543
945,0.5152639
946,0.481206
947,0.97167236
948,0.9135936
949,0.8864481
950,0.9825752
951,0.91961867
952,0.8722643
953,0.21604043
954,0.5998303
955,0.6396417
956,0.9116214
957,0.7083665
958,0.8457027
959,0.5389647
960,0.75828964
961,0.95614934
962,0.23568548
963,0.21722542
964,0.33223265
965,0.9674439
966,0.9130377
967,0.8765937
968,0.7123251
969,0.96807814
970,0.82302976
971,0.6360003
972,0.8513594
973,0.3787147
974,0.8663372
975,0.36106858
976,0.5459837
977,0.63070816
978,0.08776988
979,0.9729074
980,0.7108672
981,0.94899434
982,0.7899599
983,0.6450628
984,0.14334504
985,0.9569302
986,0.8165686
987,0.9509675
988,0.56171703
989,0.90678245
990,0.379061
991,0.55732816
992,0.9764573
993,0.8063799
994,0.9521459
995,0.98028207
996,0.96931154
997,0.2076629
998,0.82334834
999,0.8762567
1000,0.8780665
1001,0.98924017
1002,0.9482417
1003,0.6270994
1004,0.8456831
1005,0.9283401
1006,0.9884244
1007,0.66826284
1008,0.9429828
1009,0.64758736
1010,0.9915616
1011,0.83217525
1012,0.7901466
1013,0.8810236
1014,0.8374122
1015,0.9340887
1016,0.44336268
1017,0.97310084
1018,0.94437265
1019,0.92095196
1020,0.8657597
1021,0.9664757
1022,0.66077805
1023,0.931549
1024,0.80722463
1025,0.88540506
1026,0.39109036
1027,0.19161199
1028,0.9792987
1029,0.17808095
1030,0.8347164
1031,0.57107085
1032,0.4692032
1033,0.2029065
1034,0.6865046
1035,0.56831664
1036,0.18439244
1037,0.9001518
1038,0.90239966
1039,0.97236156
1040,0.37567848
1041,0.92776746
1042,0.84783703
1043,0.765797
1044,0.97000194
1045,0.61627173
1046,0.99112403
1047,0.8708554
1048,0.8867066
1049,0.8619242
1050,0.8515315
1051,0.9442016
1052,0.98203516
1053,0.9849631
1054,0.86617
1055,0.85632014
1056,0.3893325
1057,0.4415793
1058,0.96416783
1059,0.97370714
1060,0.38430765
1061,0.97888076
1062,0.92371726
1063,0.8710548
1064,0.9660561
1065,0.38479453
1066,0.7882292
1067,0.6326137
1068,0.82919383
1069,0.83565265
1070,0.57202744
1071,0.9656056
1072,0.93861914
1073,0.98676527
1074,0.95476615
1075,0.7353296
1076,0.8927967
1077,0.8553475
1078,0.94644374
1079,0.9914829
1080,0.19072439
1081,0.9258879
1082,0.7969697
1083,0.9878671
1084,0.16241106
1085,0.8671365
1086,0.2930002
1087,0.6976805
1088,0.14780536
1089,0.091215536
1090,0.8972423
1091,0.8832629
1092,0.6817213
1093,0.809186
1094,0.41086864
1095,0.9347874
1096,0.8054462
1097,0.88465077
1098,0.41673145
1099,0.8326708
1100,0.74058586
1101,0.9533546
1102,0.9755107
1103,0.2911705
1104,0.83137643
1105,0.96481866
1106,0.93399906
1107,0.8073355
1108,0.9732982
1109,0.5682896
1110,0.5024428
1111,0.53356105
1112,0.96033645
1113,0.64330465
1114,0.9659769
1115,0.9640478
1116,0.94442046
1117,0.2616614
1118,0.97911
1119,0.6016568
1120,0.9799249
1121,0.788592
1122,0.85881644
1123,0.9886212
1124,0.22521394
1125,0.93165475
1126,0.24441254
1127,0.77404386
1128,0.3790688
1129,0.6589456
1130,0.62560976
1131,0.90868574
1132,0.5711004
1133,0.9703667
1134,0.65667343
1135,0.91894865
1136,0.8220608
1137,0.4297292
1138,0.35263237
1139,0.90421647
1140,0.7405636
1141,0.7850138
1142,0.83651865
1143,0.8497712
1144,0.73124444
1145,0.9012295
1146,0.5407584
1147,0.86604494
1148,0.9626188
1149,0.47759694
1150,0.7562058
1151,0.9308113
1152,0.78951615
1153,0.9569485
1154,0.91873395
1155,0.89483124
1156,0.32328397
1157,0.5701867
1158,0.9266516
1159,0.6479538
1160,0.7691863
1161,0.3721514
1162,0.6423467
1163,0.54070157
1164,0.6437052
1165,0.9415995
1166,0.9838828
1167,0.7745195
1168,0.5283441
1169,0.91768557
1170,0.2721628
1171,0.99767834
1172,0.80136913
1173,0.3279392
1174,0.019920707
1175,0.46449476
1176,0.7039315
1177,0.9739145
1178,0.58482456
1179,0.96896374
1180,0.9340697
1181,0.9423941
1182,0.9502338
1183,0.8659538
1184,0.626987
1185,0.78846496
1186,0.62220806
1187,0.95807076
1188,0.9621425
1189,0.96400946
1190,0.8900142
1191,0.46205467
1192,0.85613453
1193,0.46493793
1194,0.8261941
1195,0.8447345
1196,0.85968184
1197,0.4079953
1198,0.9382183
1199,0.95314085
1200,0.8720077
1201,0.5729025
1202,0.6668885
1203,0.36198
1204,0.94625473
1205,0.968695
1206,0.9076766
1207,0.4609556
1208,0.52694756
1209,0.7876143
1210,0.95177007
1211,0.94809866
1212,0.9600063
1213,0.7579861
1214,0.30126318
1215,0.93936634
1216,0.922571
1217,0.27930915
1218,0.99121326
1219,0.8809799
1220,0.76810735
1221,0.35180303
1222,0.98515296
1223,0.966783
1224,0.9433292
1225,0.9827844
1226,0.8833148
1227,0.2943909
1228,0.5005426
1229,0.36082542
1230,0.9496801
1231,0.67364967
1232,0.90078557
1233,0.947711
1234,0.99106824
1235,0.9481081
1236,0.24930912
1237,0.90607107
1238,0.95721126
1239,0.37157765
1240,0.96186626
1241,0.91173613
1242,0.931451
1243,0.7423153
1244,0.6794215
1245,0.9102108
1246,0.9841229
1247,0.8214385
1248,0.6095804
1249,0.13919564
1250,0.5910104
1251,0.96992797
1252,0.8338607
1253,0.90215784
1254,0.9021783
1255,0.9060302
1256,0.89865094
1257,0.84242976
1258,0.33319348
1259,0.69487715
1260,0.80740947
1261,0.89657015
1262,0.9657241
1263,0.68458545
1264,0.75620675
1265,0.36605963
1266,0.31131697
1267,0.3962439
1268,0.96749204
1269,0.07419658
1270,0.7917371
1271,0.9926844
1272,0.79287153
1273,0.9877914
1274,0.5749935
1275,0.8487069
1276,0.771869
1277,0.9322851
1278,0.92160064
1279,0.70348257
1280,0.37909198
1281,0.7137407
1282,0.8349524
1283,0.8036704
1284,0.87149316
1285,0.8950034
1286,0.8930759
1287,0.4867255
1288,0.48547247
1289,0.5270843
1290,0.1098293
1291,0.59515494
1292,0.86467206
1293,0.9133299
1294,0.9624175
1295,0.96311605
1296,0.4177751
1297,0.88322824
1298,0.8502042
1299,0.8220961
1300,0.48740813
1301,0.7970236
1302,0.8022402
1303,0.9077501
1304,0.8747801
1305,0.7346246
1306,0.9586309
1307,0.7856906
1308,0.8024016
1309,0.45145956
1310,0.70810306
1311,0.72467566
1312,0.6382068
1313,0.56446046
1314,0.5473867
1315,0.90539455
1316,0.93960655
1317,0.7758352
1318,0.88477963
1319,0.809173
1320,0.9837675
1321,0.9699546
1322,0.16497156
1323,0.8574076
1324,0.5116258
1325,0.9535868
1326,0.9908987
1327,0.990616
1328,0.83083165
1329,0.79940313
1330,0.7287972
1331,0.7808266
1332,0.16765167
1333,0.59376705
1334,0.6681858
1335,0.91175646
1336,0.9677196
1337,0.60202956
1338,0.6756743
1339,0.9763876
1340,0.83256906
1341,0.7298092
1342,0.40284917
1343,0.5010078
1344,0.36266243
1345,0.65833
1346,0.814696
1347,0.98176306
1348,0.6398402
1349,0.8795771
1350,0.9834599
1351,0.91987777
1352,0.8263945
1353,0.8690045
1354,0.68459
1355,0.9618042
1356,0.67425627
1357,0.9907245
1358,0.53033924
1359,0.8108849
1360,0.5337776
1361,0.87366027
1362,0.5444894
1363,0.89471585
1364,0.97619665
1365,0.71659774
1366,0.84795624
1367,0.8074023
1368,0.8614325
1369,0.8400177
1370,0.89500004
1371,0.87166804
1372,0.9063088
1373,0.7749081
1374,0.8361854
1375,0.9030174
1376,0.77321017
1377,0.08925606
1378,0.93270135
1379,0.61483604
1380,0.6922417
1381,0.3892158
1382,0.8455941
1383,0.6443265
1384,0.6135518
1385,0.31340587
1386,0.7105501
1387,0.89031136
1388,0.087274164
1389,0.9011901
1390,0.6954546
1391,0.9777084
1392,0.36210537
1393,0.8876461
1394,0.7925593
1395,0.98115486
1396,0.89255714
1397,0.8877935
1398,0.8932474
1399,0.45504662
1400,0.4654137
1401,0.21956705
1402,0.9267274
1403,0.958822
1404,0.6460832
1405,0.3077455
1406,0.8788069
1407,0.8198683
1408,0.80689317
1409,0.90595764
1410,0.6681414
1411,0.96124816
1412,0.7428344
1413,0.5434807
1414,0.936072
1415,0.14708906
1416,0.9355316
1417,0.042038914
1418,0.8206367
1419,0.96816283
1420,0.273352
1421,0.4057812
1422,0.21366492
1423,0.24326071
1424,0.9338601
1425,0.9418987
1426,0.612741
1427,0.8080183
1428,0.9267027
1429,0.6349598
1430,0.94515735
1431,0.91297114
1432,0.9078233
1433,0.61676055
1434,0.9853403
1435,0.3066539
1436,0.94436604
1437,0.7378948
1438,0.91920793
1439,0.9778495
1440,0.98052514
1441,0.08834842
1442,0.8053918
1443,0.7924065
1444,0.97040987
1445,0.30190632
1446,0.98500174
1447,0.9661411
1448,0.89382744
1449,0.37365085
1450,0.5826065
1451,0.34068522
1452,0.24155472
1453,0.9500885
1454,0.9691105
1455,0.6620238
1456,0.22571535
1457,0.79695976
1458,0.15034343
1459,0.9141402
1460,0.8536173
1461,0.9163316
1462,0.5601317
1463,0.64534557
1464,0.9267877
1465,0.26539168
1466,0.9382339
1467,0.88192856
1468,0.37476456
1469,0.87737656
1470,0.97905916
1471,0.45499903
1472,0.6558021
1473,0.8880089
1474,0.527287
1475,0.9903985
1476,0.8424411
1477,0.8041873
1478,0.84390354
1479,0.98541266
1480,0.82043463
1481,0.7301357
1482,0.8847623
1483,0.7224178
1484,0.629074
1485,0.88050073
1486,0.9294216
1487,0.9826795
1488,0.98218817
1489,0.76570547
1490,0.7684269
1491,0.93545085
1492,0.20127992
1493,0.96467793
1494,0.97410554
1495,0.9391607
1496,0.4182931
1497,0.85786366
1498,0.9826444
1499,0.9834488
1500,0.7874292
1501,0.8388163
1502,0.9452402
1503,0.8645409
1504,0.9322184
1505,0.94750303
1506,0.90680456
1507,0.89668363
1508,0.87255466
1509,0.13031232
1510,0.20590279
1511,0.47361648
1512,0.92822284
1513,0.448797
1514,0.8677205
1515,0.89580745
1516,0.8653901
1517,0.7632732
1518,0.43163398
1519,0.8574589
1520,0.32734877
1521,0.7934139
1522,0.975875
1523,0.880059
1524,0.4525955
1525,0.8609099
1526,0.8174377
1527,0.8044442
1528,0.37817833
1529,0.45286867
1530,0.2509179
1531,0.18890975
1532,0.8547563
1533,0.8523643
1534,0.85045654
1535,0.9597619
1536,0.98433775
1537,0.8349942
1538,0.7932332
1539,0.60566765
1540,0.41168636
1541,0.88095075
1542,0.35647118
1543,0.88292575
1544,0.7685278
1545,0.5897274
1546,0.97515213
1547,0.725082
1548,0.2501763
1549,0.94158554
1550,0.88452476
1551,0.90914005
1552,0.4707506
1553,0.8242545
1554,0.44770724
1555,0.9280448
1556,0.45890245
1557,0.09352076
1558,0.9154519
1559,0.68141985
1560,0.9499305
1561,0.93747115
1562,0.9867373
1563,0.52970433
1564,0.974147
1565,0.8605888
1566,0.7416635
1567,0.6333174
1568,0.9653334
1569,0.751269
1570,0.9905026
1571,0.99443454
1572,0.79335636
1573,0.86330557
1574,0.6032247
1575,0.87378573
1576,0.9762832
1577,0.9445854
1578,0.79578483
1579,0.9212209
1580,0.69436926
1581,0.9488885
1582,0.5182052
1583,0.6482216
1584,0.7838732
1585,0.93228185
1586,0.9751694
1587,0.9472646
1588,0.9743027
1589,0.9581451
1590,0.24874339
1591,0.97811586
1592,0.6471991
1593,0.9184316
1594,0.88290656
1595,0.82391876
1596,0.94664526
1597,0.42559117
1598,0.8218381
1599,0.98128074
1600,0.15700062
1601,0.49232745
1602,0.9656226
1603,0.3958613
1604,0.2538179
1605,0.21653908
1606,0.4502985
1607,0.63323694
1608,0.67969394
1609,0.9800633
1610,0.90206826
1611,0.6372515
1612,0.74926746
1613,0.6925543
1614,0.80404896
1615,0.87472713
1616,0.81994706
1617,0.9927781
1618,0.99213773
1619,0.99144113
1620,0.32877922
1621,0.91179353
1622,0.24927452
1623,0.8781435
1624,0.66464925
1625,0.4288455
1626,0.6197852
1627,0.9682502
1628,0.8846586
1629,0.9402698
1630,0.9585321
1631,0.812585
1632,0.80689883
1633,0.17918386
1634,0.9329027
1635,0.57783437
1636,0.6056752
1637,0.836423
1638,0.9725112
1639,0.94423467
1640,0.09658548
1641,0.6803558
1642,0.64776343
1643,0.83377314
1644,0.67853206
1645,0.6510346
1646,0.97018987
1647,0.5767841
1648,0.3717193
1649,0.97762555
1650,0.84374946
1651,0.75857097
1652,0.9027501
1653,0.48102584
1654,0.15471756
1655,0.26526287
1656,0.9781206
1657,0.56987524
1658,0.8532624
1659,0.88267964
1660,0.9901017
1661,0.8551663
1662,0.9300019
1663,0.58159214
1664,0.81864566
1665,0.70490426
1666,0.06441864
1667,0.24053064
1668,0.7527762
1669,0.8841513
1670,0.5168235
1671,0.09744453
1672,0.732091
1673,0.8947507
1674,0.39419824
1675,0.7555798
1676,0.40043336
1677,0.65554214
1678,0.51936334
1679,0.31026182
1680,0.5111801
1681,0.25005352
1682,0.8707253
1683,0.1386508
1684,0.57928574
1685,0.5087681
1686,0.37863165
1687,0.88934076
1688,0.50736386
1689,0.71455777
1690,0.9747021
1691,0.7676237
1692,0.9353766
1693,0.90261054
1694,0.9932278
1695,0.21243326
1696,0.7446287
1697,0.95284575
1698,0.5103864
1699,0.8634582
1700,0.94022715
1701,0.9372799
1702,0.8038909
1703,0.7202538
1704,0.98059696
1705,0.8214557
1706,0.06375742
1707,0.78041106
1708,0.75971806
1709,0.7987247
1710,0.8496774
1711,0.8623936
1712,0.78633225
1713,0.29473507
1714,0.6745275
1715,0.89241534
1716,0.8512422
1717,0.27399835
1718,0.34395516
1719,0.98751885
1720,0.778199
1721,0.99272174
1722,0.91683584
1723,0.43033916
1724,0.17408702
1725,0.9300706
1726,0.3746933
1727,0.930007
1728,0.71996886
1729,0.78762746
1730,0.80107826
1731,0.6642374
1732,0.53479725
1733,0.93462133
1734,0.47256953
1735,0.247308
1736,0.123324186
1737,0.29251456
1738,0.9365294
1739,0.4204187
1740,0.9855053
1741,0.841916
1742,0.82717144
1743,0.53811735
1744,0.7749336
1745,0.30014208
1746,0.58124596
1747,0.87432754
1748,0.8234716
1749,0.037582602
1750,0.71252686
1751,0.9192017
1752,0.64768773
1753,0.89408463
1754,0.77362466
1755,0.8846339
1756,0.91419595
1757,0.29146484
1758,0.20245136
1759,0.93330956
1760,0.7843093
1761,0.40970555
1762,0.97643423
1763,0.716407
1764,0.9701946
1765,0.39256904
1766,0.6469159
1767,0.43052113
1768,0.64611
1769,0.8924541
1770,0.5272807
1771,0.9838123
1772,0.9366995
1773,0.5410205
1774,0.26624227
1775,0.7813392
1776,0.6157963
1777,0.96618974
1778,0.63192135
1779,0.40819785
1780,0.94394684
1781,0.27554145
1782,0.2384159
1783,0.37376508
1784,0.9029934
1785,0.4569797
1786,0.56591815
1787,0.8257124
1788,0.34504342
1789,0.39279723
1790,0.9913084
1791,0.925992
1792,0.88535374
1793,0.8464712
1794,0.5287587
1795,0.71673393
1796,0.7715402
1797,0.86542255
1798,0.9680597
1799,0.98528266
1800,0.48024064
1801,0.5232181
1802,0.96502376
1803,0.94320726
1804,0.9870368
1805,0.9825509
1806,0.5113744
1807,0.8314389
1808,0.3788967
1809,0.7379408
1810,0.52086633
1811,0.621407
1812,0.7776323
1813,0.65079015
1814,0.42962003
1815,0.9687612
1816,0.9610527
1817,0.9737534
1818,0.7111738
1819,0.36279517
1820,0.62556714
1821,0.95960325
1822,0.5321197
1823,0.81416947
1824,0.968221
1825,0.78308207
1826,0.38181713
1827,0.2858971
1828,0.7365957
1829,0.92737186
1830,0.94154006
1831,0.2961002
1832,0.92037696
1833,0.6088393
1834,0.9061795
1835,0.95381314
1836,0.9078591
1837,0.644677
1838,0.98472047
1839,0.44184577
1840,0.028381787
1841,0.46501416
1842,0.44805053
1843,0.9848282
1844,0.95100904
1845,0.97212446
1846,0.9371762
1847,0.8604703
1848,0.66471964
1849,0.98619163
1850,0.7614913
1851,0.95398307
1852,0.7842491
1853,0.8451607
1854,0.76035064
1855,0.83450234
1856,0.9271582
1857,0.893575
1858,0.8602721
1859,0.8302247
1860,0.86384135
1861,0.21285127
1862,0.9252159
1863,0.8525625
1864,0.8489698
1865,0.34162018
1866,0.7691958
1867,0.9808158
1868,0.75742316
1869,0.15714243
1870,0.8568902
1871,0.3081054
1872,0.7093633
1873,0.9745419
1874,0.7890993
1875,0.3377027
1876,0.74923986
1877,0.9423871
1878,0.8873689
1879,0.85121274
1880,0.5580652
1881,0.92218673
1882,0.27624285
1883,0.64241827
1884,0.8757721
1885,0.7472389
1886,0.16342099
1887,0.6745752
1888,0.609996
1889,0.5848829
1890,0.8643696
1891,0.759505
1892,0.27342236
1893,0.5217094
1894,0.15974751
1895,0.9242731
1896,0.7324408
